Complexity metrics,Sun, 23 Jun 2019 13:42:38 EDT
Method,ev(G),iv(G),LOC,V,v(G)
"org.jfree.chart.JFreeChart.draw(Graphics2D,Rectangle2D)",1,1,13,18,1
"org.jfree.chart.JFreeChart.draw(Graphics2D,Rectangle2D,ChartRenderingInfo)",1,1,11,19,1
"org.jfree.chart.JFreeChart.draw(Graphics2D,Rectangle2D,Point2D,ChartRenderingInfo)",1,17,104,"1,618",20
"org.jfree.chart.JFreeChart.drawTitle(Title,Graphics2D,Rectangle2D,boolean)",7,6,74,"1,233",8
"org.jfree.chart.JFreeChart.equals(Object)",16,1,60,705,16
"org.jfree.chart.JFreeChart.fireChartChanged()",1,1,9,15,1
"org.jfree.chart.JFreeChart.getAntiAlias()",1,1,12,36,1
"org.jfree.chart.JFreeChart.getBackgroundImage()",1,1,11,8,1
"org.jfree.chart.JFreeChart.getBackgroundImageAlignment()",1,1,11,13,1
"org.jfree.chart.JFreeChart.getBackgroundImageAlpha()",1,1,10,13,1
"org.jfree.chart.JFreeChart.getBackgroundPaint()",1,1,10,8,1
"org.jfree.chart.JFreeChart.getBorderPaint()",1,1,10,8,1
"org.jfree.chart.JFreeChart.getBorderStroke()",1,1,10,8,1
"org.jfree.chart.JFreeChart.getCategoryPlot()",1,1,13,8,1
"org.jfree.chart.JFreeChart.getElementHinting()",1,1,14,13,1
"org.jfree.chart.JFreeChart.getID()",1,1,10,8,1
"org.jfree.chart.JFreeChart.getLegend()",1,1,11,11,1
"org.jfree.chart.JFreeChart.getLegend(int)",4,1,23,84,4
"org.jfree.chart.JFreeChart.getPadding()",1,1,10,8,1
"org.jfree.chart.JFreeChart.getPlot()",1,1,10,8,1
"org.jfree.chart.JFreeChart.getRenderingHints()",1,1,10,8,1
"org.jfree.chart.JFreeChart.getSubtitle(int)",2,2,15,72,3
"org.jfree.chart.JFreeChart.getSubtitleCount()",1,1,10,15,1
"org.jfree.chart.JFreeChart.getSubtitles()",1,1,10,11,1
"org.jfree.chart.JFreeChart.getTextAntiAlias()",1,1,13,15,1
"org.jfree.chart.JFreeChart.getTitle()",1,1,13,8,1
"org.jfree.chart.JFreeChart.getXYPlot()",1,1,13,8,1
"org.jfree.chart.JFreeChart.handleClick(int,int,ChartRenderingInfo)",1,1,17,36,1
"org.jfree.chart.JFreeChart.isBorderVisible()",1,1,11,13,1
"org.jfree.chart.JFreeChart.isNotify()",1,1,11,13,1
"org.jfree.chart.JFreeChart.notifyListeners(ChartChangeEvent)",1,4,17,133,4
"org.jfree.chart.JFreeChart.notifyListeners(ChartProgressEvent)",1,3,14,118,3
"org.jfree.chart.JFreeChart.plotChanged(PlotChangeEvent)",1,1,11,18,1
"org.jfree.chart.JFreeChart.readObject(ObjectInputStream)",1,3,30,297,3
"org.jfree.chart.JFreeChart.removeChangeListener(ChartChangeListener)",1,1,11,31,1
"org.jfree.chart.JFreeChart.removeLegend()",1,1,9,8,1
"org.jfree.chart.JFreeChart.removeProgressListener(ChartProgressListener)",1,1,10,19,1
"org.jfree.chart.JFreeChart.removeSubtitle(Title)",1,1,12,19,1
"org.jfree.chart.JFreeChart.setAntiAlias(boolean)",1,1,16,43,2
"org.jfree.chart.JFreeChart.setBackgroundImage(Image)",1,4,22,93,4
"org.jfree.chart.JFreeChart.setBackgroundImageAlignment(int)",1,2,14,38,2
"org.jfree.chart.JFreeChart.setBackgroundImageAlpha(float)",1,2,14,38,2
"org.jfree.chart.JFreeChart.setBackgroundPaint(Paint)",1,4,22,93,4
"org.jfree.chart.JFreeChart.setBorderPaint(Paint)",1,1,11,15,1
"org.jfree.chart.JFreeChart.setBorderStroke(Stroke)",1,1,11,15,1
"org.jfree.chart.JFreeChart.setBorderVisible(boolean)",1,1,12,19,1
"org.jfree.chart.JFreeChart.setElementHinting(boolean)",1,1,14,15,1
"org.jfree.chart.JFreeChart.setID(String)",1,1,10,11,1
"org.jfree.chart.JFreeChart.setNotify(boolean)",1,2,15,34,2
"org.jfree.chart.JFreeChart.setPadding(RectangleInsets)",1,1,13,34,1
"org.jfree.chart.JFreeChart.setRenderingHints(RenderingHints)",1,1,14,26,1
"org.jfree.chart.JFreeChart.setSubtitles(List<Title>)",1,3,21,70,3
"org.jfree.chart.JFreeChart.setTextAntiAlias(Object)",1,1,16,36,1
"org.jfree.chart.JFreeChart.setTextAntiAlias(boolean)",1,2,22,31,2
"org.jfree.chart.JFreeChart.setTitle(String)",1,3,24,87,3
"org.jfree.chart.JFreeChart.setTitle(TextTitle)",1,3,20,76,3
"org.jfree.chart.JFreeChart.titleChanged(TitleChangeEvent)",1,1,11,18,1
"org.jfree.chart.JFreeChart.writeObject(ObjectOutputStream)",1,1,13,58,1
"org.jfree.chart.JFreeChartTest.chartChanged(ChartChangeEvent)",1,1,9,11,1
"org.jfree.chart.JFreeChartTest.setUp()",1,1,11,89,1
"org.jfree.chart.JFreeChartTest.testAddSubtitle()",1,4,35,306,4
"org.jfree.chart.JFreeChartTest.testBug942()",1,1,6,41,1
"org.jfree.chart.JFreeChartTest.testEquals()",1,1,83,"1,157",1
"org.jfree.chart.JFreeChartTest.testEquals2()",1,1,13,96,1
"org.jfree.chart.JFreeChartTest.testGetSubtitle()",1,4,31,216,4
"org.jfree.chart.JFreeChartTest.testGetSubtitles()",1,1,13,76,1
"org.jfree.chart.JFreeChartTest.testLegendEvents()",1,1,13,80,1
"org.jfree.chart.JFreeChartTest.testSerialization1()",1,1,15,140,1
"org.jfree.chart.JFreeChartTest.testSerialization2()",1,1,13,94,1
"org.jfree.chart.JFreeChartTest.testSerialization3()",1,1,50,781,1
"org.jfree.chart.JFreeChartTest.testSerialization4()",1,1,17,129,1
"org.jfree.chart.JFreeChartTest.testSubtitleCount()",1,1,8,28,1
"org.jfree.chart.JFreeChartTest.testTitleChangeEvent()",1,1,30,272,1
"org.jfree.chart.LegendItem.LegendItem(AttributedString,String,String,String,Shape,Paint)",1,1,22,68,1
"org.jfree.chart.LegendItem.LegendItem(AttributedString,String,String,String,Shape,Paint,Stroke,Paint)",1,1,26,72,1
"org.jfree.chart.LegendItem.LegendItem(AttributedString,String,String,String,Shape,Stroke,Paint)",1,1,20,70,1
"org.jfree.chart.LegendItem.LegendItem(AttributedString,String,String,String,boolean,Shape,boolean,Paint,boolean,Paint,Stroke,boolean,Shape,Stroke,Paint)",1,1,58,436,1
"org.jfree.chart.LegendItem.LegendItem(String)",1,1,11,11,1
"org.jfree.chart.LegendItem.LegendItem(String,Paint)",1,1,13,49,1
"org.jfree.chart.LegendItem.LegendItem(String,String,String,String,Shape,Paint)",1,1,22,68,1
"org.jfree.chart.LegendItem.LegendItem(String,String,String,String,Shape,Paint,Stroke,Paint)",1,1,25,72,1
"org.jfree.chart.LegendItem.LegendItem(String,String,String,String,Shape,Stroke,Paint)",1,1,19,70,1
"org.jfree.chart.LegendItem.LegendItem(String,String,String,String,boolean,Shape,boolean,Paint,boolean,Paint,Stroke,boolean,Shape,Stroke,Paint)",1,1,57,403,1
"org.jfree.chart.LegendItem.characterIteratorToString(CharacterIterator)",2,2,24,190,3
"org.jfree.chart.LegendItem.clone()",1,3,26,155,3
"org.jfree.chart.LegendItem.equals(Object)",22,1,77,"1,067",22
"org.jfree.chart.LegendItem.getAttributedLabel()",1,1,8,8,1
"org.jfree.chart.LegendItem.getDataset()",1,1,12,11,1
"org.jfree.chart.LegendItem.getDatasetIndex()",1,1,13,13,1
"org.jfree.chart.LegendItem.getDescription()",1,1,10,8,1
"org.jfree.chart.LegendItem.getFillPaint()",1,1,8,8,1
"org.jfree.chart.LegendItem.getFillPaintTransformer()",1,1,13,8,1
"org.jfree.chart.LegendItem.getLabel()",1,1,8,8,1
"org.jfree.chart.LegendItem.getLabelFont()",1,1,10,8,1
"org.jfree.chart.LegendItem.getLabelPaint()",1,1,10,8,1
"org.jfree.chart.LegendItem.getLine()",1,1,11,8,1
"org.jfree.chart.LegendItem.getLinePaint()",1,1,8,8,1
"org.jfree.chart.LegendItem.getLineStroke()",1,1,8,8,1
"org.jfree.chart.LegendItem.getOutlinePaint()",1,1,8,8,1
"org.jfree.chart.LegendItem.getOutlineStroke()",1,1,10,8,1
"org.jfree.chart.LegendItem.getSeriesIndex()",1,1,10,11,1
"org.jfree.chart.LegendItem.getSeriesKey()",1,1,12,8,1
"org.jfree.chart.LegendItem.getShape()",1,1,11,8,1
"org.jfree.chart.LegendItem.getToolTipText()",1,1,10,8,1
"org.jfree.chart.LegendItem.getURLText()",1,1,10,8,1
"org.jfree.chart.LegendItem.isLineVisible()",1,1,10,13,1
"org.jfree.chart.LegendItem.isShapeFilled()",1,1,8,11,1
"org.jfree.chart.LegendItem.isShapeOutlineVisible()",1,1,9,11,1
"org.jfree.chart.LegendItem.isShapeVisible()",1,1,10,13,1
"org.jfree.chart.LegendItem.readObject(ObjectInputStream)",1,1,21,174,1
"org.jfree.chart.LegendItem.setDataset(Dataset)",1,1,10,11,1
"org.jfree.chart.LegendItem.setDatasetIndex(int)",1,1,12,15,1
"org.jfree.chart.LegendItem.setDescription(String)",1,1,11,11,1
"org.jfree.chart.LegendItem.setFillPaint(Paint)",1,1,11,22,1
"org.jfree.chart.LegendItem.setFillPaintTransformer(GradientPaintTransformer)",1,1,14,22,1
"org.jfree.chart.LegendItem.setLabelFont(Font)",1,1,10,11,1
"org.jfree.chart.LegendItem.setLabelPaint(Paint)",1,1,10,11,1
"org.jfree.chart.LegendItem.setLine(Shape)",1,1,12,22,1
"org.jfree.chart.LegendItem.setLinePaint(Paint)",1,1,11,22,1
"org.jfree.chart.LegendItem.setLineStroke(Stroke)",1,1,11,22,1
"org.jfree.chart.LegendItem.setLineVisible(boolean)",1,1,12,15,1
"org.jfree.chart.LegendItem.setOutlinePaint(Paint)",1,1,11,22,1
"org.jfree.chart.LegendItem.setOutlineStroke(Stroke)",1,1,13,22,1
"org.jfree.chart.LegendItem.setSeriesIndex(int)",1,1,10,15,1
"org.jfree.chart.LegendItem.setSeriesKey(Comparable)",1,1,10,11,1
"org.jfree.chart.LegendItem.setShape(Shape)",1,1,12,22,1
"org.jfree.chart.LegendItem.setShapeVisible(boolean)",1,1,13,15,1
"org.jfree.chart.LegendItem.setToolTipText(String)",1,1,11,11,1
"org.jfree.chart.LegendItem.setURLText(String)",1,1,12,11,1
"org.jfree.chart.LegendItem.writeObject(ObjectOutputStream)",1,1,19,174,1
"org.jfree.chart.LegendItemCollection.LegendItemCollection()",1,1,6,8,1
"org.jfree.chart.LegendItemCollection.add(LegendItem)",1,1,8,15,1
"org.jfree.chart.LegendItemCollection.addAll(LegendItemCollection)",1,1,9,19,1
"org.jfree.chart.LegendItemCollection.clone()",1,1,14,36,1
"org.jfree.chart.LegendItemCollection.equals(Object)",4,1,21,101,4
"org.jfree.chart.LegendItemCollection.get(int)",1,1,10,19,1
"org.jfree.chart.LegendItemCollection.getItemCount()",1,1,8,15,1
"org.jfree.chart.LegendItemCollection.iterator()",1,1,8,11,1
"org.jfree.chart.LegendItemCollectionTest.testCloning()",1,1,17,153,1
"org.jfree.chart.LegendItemCollectionTest.testEquals()",1,1,26,348,1
"org.jfree.chart.LegendItemCollectionTest.testSerialization()",1,1,11,85,1
"org.jfree.chart.LegendItemTest.testCloning()",1,1,13,85,1
"org.jfree.chart.LegendItemTest.testEquals()",1,1,216,"5,530",1
"org.jfree.chart.LegendItemTest.testSerialization()",1,1,19,260,1
"org.jfree.chart.LegendItemTest.testSerialization2()",1,1,12,120,1
"org.jfree.chart.LineChartTest.LocalListener.chartChanged(ChartChangeEvent)",1,1,9,11,1
"org.jfree.chart.LineChartTest.createLineChart()",1,1,15,121,1
"org.jfree.chart.LineChartTest.setUp()",1,1,7,11,1
"org.jfree.chart.LineChartTest.testDrawWithNullInfo()",1,1,14,82,1
"org.jfree.chart.LineChartTest.testReplaceDataset()",1,1,24,312,1
"org.jfree.chart.LineChartTest.testSetSeriesToolTipGenerator()",1,1,14,74,1
"org.jfree.chart.LineChartTest.testSetSeriesURLGenerator()",1,1,14,74,1
"org.jfree.chart.MeterChartTest.testDrawWithNullInfo()",1,1,16,138,1
"org.jfree.chart.MouseWheelHandler.MouseWheelHandler(ChartPanel)",1,1,10,30,1
"org.jfree.chart.MouseWheelHandler.getZoomFactor()",1,1,11,13,1
"org.jfree.chart.MouseWheelHandler.handleZoomable(Zoomable,MouseWheelEvent)",2,3,31,337,5
"org.jfree.chart.MouseWheelHandler.mouseWheelMoved(MouseWheelEvent)",2,3,21,121,4
"org.jfree.chart.MouseWheelHandler.setZoomFactor(double)",1,1,10,15,1
"org.jfree.chart.PaintMap.PaintMap()",1,1,6,8,1
"org.jfree.chart.PaintMap.clear()",1,1,6,11,1
"org.jfree.chart.PaintMap.clone()",1,1,16,48,1
"org.jfree.chart.PaintMap.containsKey(Comparable)",1,1,12,19,1
"org.jfree.chart.PaintMap.equals(Object)",6,2,31,235,6
"org.jfree.chart.PaintMap.getPaint(Comparable)",1,1,15,26,1
"org.jfree.chart.PaintMap.put(Comparable,Paint)",1,1,14,31,1
"org.jfree.chart.PaintMap.readObject(ObjectInputStream)",1,2,19,122,2
"org.jfree.chart.PaintMap.writeObject(ObjectOutputStream)",1,2,19,122,2
"org.jfree.chart.PaintMapTest.testCloning()",1,1,14,120,1
"org.jfree.chart.PaintMapTest.testEquals()",1,1,26,324,1
"org.jfree.chart.PaintMapTest.testGetPaint()",1,2,20,151,2
"org.jfree.chart.PaintMapTest.testKeysOfDifferentClasses()",1,1,12,62,1
"org.jfree.chart.PaintMapTest.testPut()",1,2,17,100,2
"org.jfree.chart.PaintMapTest.testSerialization1()",1,1,9,22,1
"org.jfree.chart.PaintMapTest.testSerialization2()",1,1,12,89,1
"org.jfree.chart.PieChart3DTest.LocalListener.chartChanged(ChartChangeEvent)",1,1,9,11,1
"org.jfree.chart.PieChart3DTest.createPieChart3D(PieDataset)",1,1,10,15,1
"org.jfree.chart.PieChart3DTest.setUp()",1,1,12,83,1
"org.jfree.chart.PieChart3DTest.testNullValueInDataset()",1,1,18,158,1
"org.jfree.chart.PieChart3DTest.testReplaceDatasetOnPieChart()",1,1,14,80,1
"org.jfree.chart.PieChartTest.LocalListener.chartChanged(ChartChangeEvent)",1,1,9,11,1
"org.jfree.chart.PieChartTest.createPieChart()",1,1,12,83,1
"org.jfree.chart.PieChartTest.setUp()",1,1,7,11,1
"org.jfree.chart.PieChartTest.testReplaceDatasetOnPieChart()",1,1,14,80,1
"org.jfree.chart.PolarChartPanel.PolarChartPanel(JFreeChart)",1,1,8,11,1
"org.jfree.chart.PolarChartPanel.PolarChartPanel(JFreeChart,boolean)",1,1,14,59,1
"org.jfree.chart.PolarChartPanel.actionPerformed(ActionEvent)",1,4,24,169,4
"org.jfree.chart.PolarChartPanel.checkChart(JFreeChart)",2,1,11,38,2
"org.jfree.chart.PolarChartPanel.createPopupMenu(boolean,boolean,boolean,boolean)",1,5,57,612,5
"org.jfree.chart.PolarChartPanel.getPopupMenuItem(JPopupMenu,String)",1,4,21,158,5
"org.jfree.chart.PolarChartPanel.setChart(JFreeChart)",1,1,10,18,1
"org.jfree.chart.ScatterPlotTest.LocalListener.chartChanged(ChartChangeEvent)",1,1,9,11,1
"org.jfree.chart.ScatterPlotTest.createChart()",1,1,14,93,1
"org.jfree.chart.ScatterPlotTest.setUp()",1,1,7,11,1
"org.jfree.chart.ScatterPlotTest.testDrawWithNullInfo()",1,2,18,106,2
"org.jfree.chart.ScatterPlotTest.testReplaceDataset()",1,1,23,279,1
"org.jfree.chart.ScatterPlotTest.testSetSeriesToolTipGenerator()",1,1,13,80,1
"org.jfree.chart.StackedAreaChartTest.LocalListener.chartChanged(ChartChangeEvent)",1,1,9,11,1
"org.jfree.chart.StackedAreaChartTest.createChart()",1,1,22,142,1
"org.jfree.chart.StackedAreaChartTest.setUp()",1,1,7,11,1
"org.jfree.chart.StackedAreaChartTest.testDrawWithNullInfo()",1,2,18,106,2
"org.jfree.chart.StackedAreaChartTest.testReplaceDataset()",1,1,23,312,1
"org.jfree.chart.StackedAreaChartTest.testSetSeriesToolTipGenerator()",1,1,14,80,1
"org.jfree.chart.StackedAreaChartTest.testSetSeriesURLGenerator()",1,1,14,80,1
"org.jfree.chart.StackedBarChartTest.LocalListener.chartChanged(ChartChangeEvent)",1,1,9,11,1
"org.jfree.chart.StackedBarChartTest.createChart()",1,1,22,142,1
"org.jfree.chart.StackedBarChartTest.setUp()",1,1,7,11,1
"org.jfree.chart.StackedBarChartTest.testDrawWithNullInfo()",1,2,18,106,2
"org.jfree.chart.StackedBarChartTest.testReplaceDataset()",1,1,24,312,1
"org.jfree.chart.StackedBarChartTest.testSetSeriesToolTipGenerator()",1,1,14,80,1
"org.jfree.chart.StackedBarChartTest.testSetSeriesURLGenerator()",1,1,14,80,1
"org.jfree.chart.StandardChartTheme.StandardChartTheme(String)",1,1,8,11,1
"org.jfree.chart.StandardChartTheme.StandardChartTheme(String,boolean)",1,1,42,653,2
"org.jfree.chart.StandardChartTheme.apply(JFreeChart)",1,4,24,225,4
"org.jfree.chart.StandardChartTheme.applyToAbstractRenderer(AbstractRenderer)",1,3,13,44,3
"org.jfree.chart.StandardChartTheme.applyToBlock(Block)",1,3,15,74,3
"org.jfree.chart.StandardChartTheme.applyToBlockContainer(BlockContainer)",1,2,12,41,2
"org.jfree.chart.StandardChartTheme.applyToCategoryAxis(CategoryAxis)",1,2,16,122,2
"org.jfree.chart.StandardChartTheme.applyToCategoryItemRenderer(CategoryItemRenderer)",1,5,31,232,5
"org.jfree.chart.StandardChartTheme.applyToCategoryPlot(CategoryPlot)",1,13,56,659,13
"org.jfree.chart.StandardChartTheme.applyToFastScatterPlot(FastScatterPlot)",1,3,17,104,3
"org.jfree.chart.StandardChartTheme.applyToMeterPlot(MeterPlot)",1,1,14,125,1
"org.jfree.chart.StandardChartTheme.applyToMultiplePiePlot(MultiplePiePlot)",1,1,8,11,1
"org.jfree.chart.StandardChartTheme.applyToPeriodAxis(PeriodAxis)",1,2,17,176,2
"org.jfree.chart.StandardChartTheme.applyToPiePlot(PiePlot)",1,4,24,155,4
"org.jfree.chart.StandardChartTheme.applyToPlot(Plot)",1,12,46,379,12
"org.jfree.chart.StandardChartTheme.applyToPolarPlot(PolarPlot)",1,2,16,108,2
"org.jfree.chart.StandardChartTheme.applyToSpiderWebPlot(SpiderWebPlot)",1,1,10,44,1
"org.jfree.chart.StandardChartTheme.applyToSymbolAxis(SymbolAxis)",1,1,9,30,1
"org.jfree.chart.StandardChartTheme.applyToThermometerPlot(ThermometerPlot)",1,2,14,68,2
"org.jfree.chart.StandardChartTheme.applyToTitle(Title)",1,10,43,439,10
"org.jfree.chart.StandardChartTheme.applyToValueAxis(ValueAxis)",1,3,17,112,3
"org.jfree.chart.StandardChartTheme.applyToXYAnnotation(XYAnnotation)",1,2,13,62,2
"org.jfree.chart.StandardChartTheme.applyToXYItemRenderer(XYItemRenderer)",1,3,18,125,3
"org.jfree.chart.StandardChartTheme.applyToXYPlot(XYPlot)",1,14,65,809,14
"org.jfree.chart.StandardChartTheme.clone()",1,1,11,11,1
"org.jfree.chart.StandardChartTheme.createDarknessTheme()",1,1,40,598,1
"org.jfree.chart.StandardChartTheme.createJFreeTheme()",1,1,8,11,1
"org.jfree.chart.StandardChartTheme.createLegacyTheme()",1,1,4,22,1
"org.jfree.chart.StandardChartTheme.equals(Object)",33,1,117,"1,802",33
"org.jfree.chart.StandardChartTheme.getAxisLabelPaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getAxisOffset()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getBarPainter()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getBaselinePaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getChartBackgroundPaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getCrosshairPaint()",1,1,8,8,1
"org.jfree.chart.StandardChartTheme.getDomainGridlinePaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getDrawingSupplier()",2,2,18,70,3
"org.jfree.chart.StandardChartTheme.getErrorIndicatorPaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getExtraLargeFont()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getGridBandAlternatePaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getGridBandPaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getItemLabelPaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getLabelLinkPaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getLabelLinkStyle()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getLargeFont()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getLegendBackgroundPaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getLegendItemPaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getName()",1,1,8,8,1
"org.jfree.chart.StandardChartTheme.getPlotBackgroundPaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getPlotOutlinePaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getRangeGridlinePaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getRegularFont()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getShadowPaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getSmallFont()",1,1,12,8,1
"org.jfree.chart.StandardChartTheme.getSubtitlePaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getThermometerPaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getTickLabelPaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getTitlePaint()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.getXYBarPainter()",1,1,10,8,1
"org.jfree.chart.StandardChartTheme.isShadowVisible()",1,1,10,13,1
"org.jfree.chart.StandardChartTheme.readObject(ObjectInputStream)",1,1,32,404,1
"org.jfree.chart.StandardChartTheme.setAxisLabelPaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setAxisOffset(RectangleInsets)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setBarPainter(BarPainter)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setBaselinePaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setChartBackgroundPaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setCrosshairPaint(Paint)",1,1,9,22,1
"org.jfree.chart.StandardChartTheme.setDomainGridlinePaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setDrawingSupplier(DrawingSupplier)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setErrorIndicatorPaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setExtraLargeFont(Font)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setGridBandAlternatePaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setGridBandPaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setItemLabelPaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setLabelLinkPaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setLabelLinkStyle(PieLabelLinkStyle)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setLargeFont(Font)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setLegendBackgroundPaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setLegendItemPaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setPlotBackgroundPaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setPlotOutlinePaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setRangeGridlinePaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setRegularFont(Font)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setShadowPaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setShadowVisible(boolean)",1,1,10,15,1
"org.jfree.chart.StandardChartTheme.setSmallFont(Font)",1,1,13,22,1
"org.jfree.chart.StandardChartTheme.setSubtitlePaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setThermometerPaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setTickLabelPaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setTitlePaint(Paint)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.setXYBarPainter(XYBarPainter)",1,1,11,22,1
"org.jfree.chart.StandardChartTheme.writeObject(ObjectOutputStream)",1,1,30,404,1
